1.000000,1.520836,0.176472,-0.872795,0.103624,1.042937
0.000000,-1.142424,1.495698,-1.049387,0.009211,-0.034210
1.000000,0.407670,-0.010689,-0.173231,0.024677,1.069001
0.000000,-0.311356,-0.910030,1.093781,-0.067936,-1.399538
0.000000,-1.052615,-0.440763,0.937728,-0.088755,-0.547138
0.000000,-0.937336,2.239593,-1.921127,0.061683,-1.040119
0.000000,-1.114614,-0.418072,0.942016,-0.091382,0.372305
1.000000,1.712252,-2.256265,1.588025,-0.014582,1.888805
0.000000,-1.016482,2.420753,-2.075023,0.066466,-1.135481
1.000000,-0.539216,0.476002,-0.254506,-0.007947,0.086343
0.000000,-1.020496,-0.556150,1.044025,-0.092935,-0.820124
1.000000,3.090452,-4.989163,3.826270,-0.075334,1.276297
1.000000,2.612676,-4.085034,3.095660,-0.056587,-1.958214
1.000000,1.782776,0.218483,-1.035285,0.122092,0.572220
1.000000,1.025994,0.590316,-1.082288,0.095102,1.583975
0.000000,0.287312,-1.735174,1.686993,-0.074973,-1.202144
0.000000,-2.861785,1.258349,-0.023035,-0.109963,-1.666434
0.000000,-2.160113,0.669736,0.275898,-0.097975,-0.636758
1.000000,2.776362,-3.341901,2.243448,-0.006720,-0.594984
1.000000,0.755186,-0.498962,0.180848,0.020095,-0.591342
0.000000,-1.184513,1.435743,-0.967566,0.003399,1.398772
1.000000,1.047326,-0.939266,0.509747,0.014648,-0.511649
0.000000,-0.392448,-0.988717,1.212862,-0.077165,2.255286
0.000000,-0.341672,-1.082178,1.287758,-0.079017,-1.059934
0.000000,-0.562353,-0.918680,1.216386,-0.083943,-1.158124
0.000000,-0.950262,1.764917,-1.418228,0.035505,-0.322983
1.000000,2.251252,-0.204592,-0.804199,0.128488,0.523576
0.000000,-0.638183,-0.866362,1.195907,-0.085842,0.523006
0.000000,0.835793,-2.267822,1.996624,-0.069481,0.965996
1.000000,1.552556,-2.455591,1.868991,-0.035128,-0.743224
0.000000,-1.424529,2.460474,-1.932022,0.043319,0.015415
1.000000,-0.626340,1.086413,-0.854278,0.019292,-1.152332
1.000000,0.805483,0.732892,-1.131829,0.089068,-0.393482
1.000000,0.957759,0.703951,-1.170411,0.096951,0.548324
0.000000,-1.529263,1.547439,-0.928567,-0.011981,0.687522
1.000000,0.638074,1.031746,-1.369038,0.094677,-0.225850
1.000000,0.218547,0.778004,-0.913546,0.055129,0.521670
1.000000,2.472845,-3.017205,2.040753,-0.008158,-0.740674
1.000000,1.501167,0.221714,-0.911272,0.104824,0.104404
0.000000,-0.081205,-1.349899,1.450268,-0.077198,-1.323346
1.000000,-0.224696,1.045252,-0.992875,0.041966,0.974041
1.000000,1.279134,0.516070,-1.119059,0.106810,0.590348
1.000000,2.034679,-3.357736,2.595556,-0.053500,2.121823
0.000000,-1.307098,1.439508,-0.916052,-0.003992,0.000962
1.000000,0.675863,-0.661624,0.387062,0.006486,2.020565
1.000000,0.672528,-0.843063,0.578562,-0.003421,-0.724041
0.000000,-0.489891,-0.362360,0.601061,-0.049713,-0.896273
1.000000,1.110820,-1.595155,1.167830,-0.016485,-0.981717
0.000000,-1.134487,0.807792,-0.332645,-0.027075,-0.448865
0.000000,-1.392946,2.662713,-2.158081,0.056087,0.334015
0.000000,-0.997305,-0.347022,0.814547,-0.080318,-0.110693
0.000000,-0.566268,0.337701,-0.097448,-0.017016,-0.632824
1.000000,2.201046,-3.302902,2.462876,-0.040265,1.052565
0.000000,-0.540808,1.595731,-1.426298,0.051818,-1.446022
0.000000,-0.664468,-0.166511,0.474957,-0.050054,1.030431
1.000000,2.335559,-2.772247,1.846354,-0.003564,-0.399840
1.000000,2.551410,-3.617891,2.634213,-0.035406,0.505783
1.000000,2.243159,0.133204,-1.154257,0.146046,1.781933
0.000000,-2.389504,0.882575,0.156799,-0.100803,-0.787792
1.000000,1.726421,-2.345133,1.674672,-0.018455,-0.602787
1.000000,0.954037,-1.257851,0.885552,-0.008162,0.113359
0.000000,-0.996720,1.047483,-0.645958,-0.005728,-0.911825
1.000000,1.757069,0.342707,-1.153735,0.127142,-0.221225
1.000000,0.997755,0.704109,-1.188670,0.099437,0.329706
0.000000,-1.321627,-0.373129,0.988603,-0.101800,1.697867
1.000000,0.401372,-0.571891,0.417274,-0.005717,-1.796476
0.000000,-2.904975,1.359030,-0.108923,-0.107255,-1.174535
0.000000,-1.100378,1.279935,-0.842474,0.000279,1.344977
0.000000,-2.504190,1.008966,0.076332,-0.101149,-1.275808
1.000000,2.507848,-3.587295,2.621881,-0.036469,0.556428
1.000000,1.504729,0.570735,-1.278357,0.123705,-1.416178
1.000000,1.579864,0.216153,-0.941051,0.109401,0.952136
0.000000,-1.962458,0.441072,0.425924,-0.097959,0.248959
1.000000,1.663251,-2.360427,1.719264,-0.023185,1.049999
1.000000,1.690218,0.068593,-0.836458,0.108347,-0.880528
1.000000,1.165522,-2.699736,2.299733,-0.072151,-1.590423
1.000000,1.760138,-2.565457,1.890129,-0.028146,-0.345360
1.000000,-0.151719,0.891984,-0.865395,0.038291,1.103627
1.000000,0.968309,0.638184,-1.106317,0.094089,-1.500824
1.000000,-0.085242,-0.393417,0.450524,-0.026312,1.145417
0.000000,-0.586402,-0.923899,1.232731,-0.085711,0.908466
0.000000,-1.685532,0.077860,0.680980,-0.100227,1.485307
0.000000,-0.880571,1.288747,-0.951139,0.014364,-1.079958
0.000000,-1.233320,1.141927,-0.637819,-0.015332,0.224849
0.000000,-0.576547,0.678281,-0.449433,0.000556,1.760690
0.000000,-1.316089,1.984658,-1.482832,0.024596,-1.493866
1.000000,1.817947,-0.027876,-0.793223,0.111100,0.881877
1.000000,0.636183,0.557302,-0.871373,0.069195,0.011528
1.000000,1.062798,-1.799308,1.403331,-0.030374,0.315173
0.000000,-1.740691,0.297359,0.476087,-0.091908,0.215965
0.000000,-0.644495,-0.924650,1.259798,-0.089349,-0.383300
1.000000,1.418909,0.249780,-0.903449,0.101230,0.144244
0.000000,-1.156898,1.514824,-1.062867,0.009337,0.667363
0.000000,-0.969428,-0.622973,1.090895,-0.093345,-1.633888
0.000000,-0.283903,-1.259614,1.447425,-0.084925,-1.253332
1.000000,0.237879,0.496535,-0.627554,0.041278,-0.503520
1.000000,0.742864,0.573771,-0.936879,0.076683,-0.650381
1.000000,-0.325375,0.443770,-0.317493,0.003574,-2.193898
1.000000,1.200454,-1.570062,1.101004,-0.009592,-1.725429
1.000000,1.768127,0.159646,-0.967047,0.118040,-0.564842
0.000000,-0.779054,1.113547,-0.813606,0.011284,-0.938523
1.000000,2.229039,-3.063089,2.199095,-0.025711,0.224427
0.000000,-1.613558,0.012530,0.716830,-0.099262,-0.808943
1.000000,1.515337,0.280183,-0.978907,0.108828,-0.682518
0.000000,-0.670115,-0.845019,1.188003,-0.086679,0.696120
0.000000,-0.677850,0.010867,0.295271,-0.041400,-0.877324
1.000000,1.228440,0.345755,-0.917783,0.094565,-0.702408
0.000000,-3.153471,1.462233,-0.104576,-0.117128,-0.657901
0.000000,-0.294234,-1.152954,1.340411,-0.079863,-1.025195
0.000000,0.245919,-1.799147,1.772706,-0.080957,0.151739
0.000000,-0.422348,-1.044784,1.285098,-0.082014,1.316353
0.000000,-1.608119,2.605838,-2.001184,0.039720,-0.065297
0.000000,-0.389210,1.232511,-1.114538,0.041788,-0.309248
1.000000,2.000765,0.238781,-1.155155,0.136678,-0.291855
0.000000,-1.187298,-0.323394,0.875756,-0.090822,0.478680
1.000000,-0.173715,-1.268887,1.407287,-0.078597,-0.964855
1.000000,1.511743,0.255082,-0.950998,0.107263,-0.611310
0.000000,-1.548900,-0.024120,0.725958,-0.097217,0.400854
1.000000,0.237529,-0.358107,0.267533,-0.004435,-0.849459
0.000000,-0.413414,-1.134727,1.375240,-0.086269,-0.015228
1.000000,0.469713,0.781155,-1.030469,0.070853,0.458617
0.000000,1.429079,0.548694,-1.221054,0.117841,-0.433131
1.000000,-0.018479,0.892063,-0.925754,0.046548,0.036535
1.000000,1.781731,0.080429,-0.890250,0.114647,1.784972
1.000000,0.940860,-1.772591,1.430518,-0.036497,0.150841
0.000000,-1.154613,1.181638,-0.715009,-0.008335,-1.622447
0.000000,-0.820005,1.524866,-1.225788,0.030738,0.638794
1.000000,0.497367,0.627215,-0.881783,0.064336,-1.768851
0.000000,-1.062510,2.680562,-2.326257,0.077506,0.580725
0.000000,-2.016182,0.473013,0.416782,-0.099579,-0.975084
1.000000,1.084222,-1.270618,0.840027,-0.000782,-0.558616
0.000000,0.042990,-1.646902,1.705088,-0.085385,-2.437266
0.000000,-1.024486,1.883910,-1.509253,0.037270,0.624402
1.000000,1.915733,0.200587,-1.076692,0.129370,-0.841983
0.000000,-1.407913,1.996295,-1.453478,0.019531,1.286350
1.000000,0.811135,0.511628,-0.902692,0.077589,-0.282169
1.000000,1.852730,-2.403613,1.678768,-0.013759,0.726794
1.000000,0.864873,0.702451,-1.126820,0.091119,0.386956
0.000000,-1.188445,-0.326647,0.879681,-0.091067,0.609343
1.000000,1.827791,-1.409347,0.648916,0.037852,-1.882979
1.000000,0.951419,0.418259,-0.868384,0.081285,1.154039
1.000000,1.849890,-2.661554,1.950153,-0.027725,0.028463
0.000000,-0.287756,-1.220689,1.408408,-0.083083,2.155610
1.000000,1.954466,0.108052,-0.997318,0.126822,-0.696483
0.000000,-1.675229,0.019234,0.737710,-0.102723,0.813419
1.000000,2.019525,-2.573297,1.780995,-0.012501,-0.055968
0.000000,-1.910880,0.445013,0.398465,-0.094554,-0.980391
0.000000,0.081843,-1.524337,1.559168,-0.076426,-1.486698
0.000000,-0.629423,-0.897753,1.224814,-0.086978,0.131463
0.000000,-1.111943,1.210737,-0.764783,-0.004136,0.312779
0.000000,-0.337037,-0.471280,0.645966,-0.046069,0.376894
1.000000,-0.056954,-0.068478,0.097471,-0.007188,-0.283337
1.000000,0.818595,0.453795,-0.845507,0.074959,-0.371796
1.000000,-0.449984,1.440846,-1.305200,0.049163,0.245721
0.000000,-0.817929,-0.620730,1.020010,-0.083842,-0.927675
0.000000,-1.050121,1.919749,-1.535184,0.037598,1.116563
1.000000,1.203632,0.473219,-1.040032,0.099843,1.141604
0.000000,-0.883979,0.737313,-0.372169,-0.015328,-0.541975
0.000000,-1.436167,-0.045230,0.697064,-0.091364,2.079506
1.000000,0.239677,0.216029,-0.334639,0.026393,0.360495
1.000000,3.017019,-4.946870,3.815204,-0.077621,-0.494239
1.000000,0.809630,0.566464,-0.959432,0.080427,-0.393495
0.000000,-1.376091,2.926312,-2.441731,0.071223,0.288952
0.000000,-0.971261,0.238030,0.190135,-0.047427,1.482506
1.000000,0.788165,-1.160373,0.858517,-0.013223,0.755618
1.000000,0.518216,-1.177385,0.998453,-0.030852,0.192465
1.000000,1.934508,-2.579765,1.826228,-0.018112,0.537897
1.000000,1.249143,-1.604733,1.115284,-0.008431,-1.806203
1.000000,0.200072,0.672381,-0.794587,0.048338,0.181432
1.000000,1.850610,-2.267041,1.536717,-0.006589,-1.673351
0.000000,-1.477602,-0.107792,0.781320,-0.097274,1.935226
1.000000,1.343688,-1.306611,0.760338,0.013363,0.354076
1.000000,0.689858,0.601325,-0.941753,0.074873,0.793855
0.000000,-0.950361,1.271750,-0.901769,0.009133,-0.184874
0.000000,0.598985,-2.143124,1.973177,-0.077480,-0.707681
1.000000,-0.058200,0.193036,-0.175807,0.006716,1.067710
0.000000,2.129958,0.335822,-1.315215,0.149867,1.411059
1.000000,0.773580,-0.305784,-0.029758,0.031562,1.772408
1.000000,0.224756,0.816455,-0.956618,0.057569,-0.782925
1.000000,0.267979,0.122072,-0.249056,0.023123,1.772026
1.000000,0.544361,-0.693785,0.480228,-0.003378,-1.316384
1.000000,2.765639,-4.732178,3.704112,-0.081711,1.212878
1.000000,0.651198,0.831208,-1.164983,0.084769,-1.580160
0.000000,-0.076560,-1.404849,1.505707,-0.079848,0.857385
0.000000,-2.549800,0.946095,0.162800,-0.107335,-0.376651
1.000000,1.539522,0.253317,-0.961716,0.108889,-0.065819
1.000000,1.456409,-2.726276,2.195931,-0.055555,1.558703
0.000000,-1.792214,0.379891,0.412974,-0.090686,0.699319
0.000000,-1.100378,1.453437,-1.024155,0.009555,0.334953
0.000000,-2.273406,0.739109,0.254507,-0.101283,-1.174025
0.000000,-1.084273,0.477782,-0.009795,-0.041608,0.542964
1.000000,0.982718,0.443081,-0.908535,0.084550,-0.150430
1.000000,1.448860,-2.201790,1.650136,-0.027982,-0.299854
0.000000,-1.449337,-0.111086,0.771982,-0.095700,1.702629
0.000000,-1.581298,0.093813,0.617122,-0.092918,-0.453985
1.000000,0.727796,0.504633,-0.857666,0.072053,-0.901682
0.000000,-2.000480,0.402111,0.483923,-0.102397,-0.264228
0.000000,-1.215187,-0.352989,0.919362,-0.094131,0.388733
0.000000,-1.096909,1.459892,-1.032484,0.010115,-0.119988
1.000000,1.491186,-1.974090,1.392556,-0.013187,0.403040
1.000000,1.931508,0.108865,-0.987783,0.125443,1.597925
0.000000,-1.423429,-0.101070,0.749774,-0.093560,-0.190604
1.000000,0.042072,0.079995,-0.102799,0.006882,1.573405
0.000000,-1.161462,1.697292,-1.251872,0.018809,-0.002171
1.000000,1.180850,0.497211,-1.054849,0.099715,-1.777145
1.000000,0.283846,-0.195904,0.076731,0.007106,-0.784885
1.000000,-0.634200,1.142260,-0.909202,0.021791,0.638555
1.000000,2.019828,0.145190,-1.065776,0.132855,-1.031818
0.000000,-2.228949,0.733873,0.239878,-0.098810,-0.565455
1.000000,1.729519,-3.110663,2.474886,-0.059190,-0.654393
0.000000,-0.981432,1.734046,-1.371801,0.031924,0.442738
1.000000,1.881938,0.246083,-1.109045,0.129709,0.359220
1.000000,1.854103,-2.413518,1.688519,-0.014204,-0.232045
1.000000,0.724810,0.634499,-0.992302,0.078811,-0.281214
1.000000,0.263159,-0.847164,0.768049,-0.028993,-0.273961
1.000000,2.641141,-4.552207,3.571979,-0.079800,-0.470447
0.000000,-0.790003,-0.860890,1.258858,-0.094952,1.369762
0.000000,-0.431958,-0.953171,1.193514,-0.077711,1.383182
1.000000,-0.730555,1.146844,-0.870412,0.016068,0.292466
